사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2023010100100070,2023년 1월 1일 06시,일요일,강원도 강릉시 죽헌동,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,58세,기타불명,승용,여,49세,경상
2023010100100090,2023년 1월 1일 08시,일요일,강원도 강릉시 초당동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31세,상해없음,승용,남,34세,경상
2023010100100091,2023년 1월 1일 08시,일요일,강원도 태백시 장성동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,승용,남,65세,경상
2023010100100132,2023년 1월 1일 11시,일요일,강원도 태백시 화전동,경상사고,0,0,6,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,36세,상해없음,승용,남,47세,경상
2023010100100146,2023년 1월 1일 12시,일요일,강원도 강릉시 견소동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,주차장 - 주차장,승용,남,29세,상해없음,승용,남,51세,경상
2023010100100147,2023년 1월 1일 12시,일요일,강원도 원주시 학성동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,61세,상해없음,승용,남,80세,경상
2023010100100167,2023년 1월 1일 13시,일요일,강원도 원주시 우산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,남,63세,상해없음,보행자,여,63세,중상
2023010100100168,2023년 1월 1일 13시,일요일,강원도 인제군 북면,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,24세,상해없음,승용,남,41세,경상
2023010100100186,2023년 1월 1일 14시,일요일,강원도 강릉시 교동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,89세,상해없음,보행자,남,8세,경상
2023010100100187,2023년 1월 1일 14시,일요일,강원도 태백시 장성동,경상사고,0,0,4,0,차대차 - 기타,안전거리미확보,건조,흐림,단일로 - 기타,승용,여,42세,상해없음,승용,여,45세,경상
2023010100100188,2023년 1월 1일 14시,일요일,강원도 평창군 봉평면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,22세,상해없음,승용,남,46세,경상
2023010100100228,2023년 1월 1일 16시,일요일,강원도 강릉시 포남동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,54세,상해없음,승용,남,19세,경상
2023010100100229,2023년 1월 1일 16시,일요일,강원도 원주시 학성동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,63세,상해없음,승용,남,52세,경상
2023010100100352,2023년 1월 1일 23시,일요일,강원도 태백시 황지동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,34세,상해없음,승용,남,54세,경상
2023010200100042,2023년 1월 2일 07시,월요일,강원도 삼척시 당저동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,69세,상해없음,승용,남,46세,경상
2023010200100064,2023년 1월 2일 08시,월요일,강원도 춘천시 약사동,부상신고사고,0,0,0,1,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,화물,남,64세,상해없음,승용,여,34세,부상신고
2023010200100065,2023년 1월 2일 08시,월요일,강원도 원주시 태장동,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,54세,상해없음,승용,남,30세,경상
2023010200100113,2023년 1월 2일 10시,월요일,강원도 홍천군 홍천읍,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,48세,상해없음,보행자,여,61세,경상
2023010200100162,2023년 1월 2일 12시,월요일,강원도 강릉시 성내동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,21세,상해없음,승용,남,52세,경상
