사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2014010100100022,2014년 1월 1일 00시,수요일,인천광역시 서구 왕길동,중상사고,0,1,0,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,30세,중상,,,,
2014010100100045,2014년 1월 1일 01시,수요일,인천광역시 남구 도화동,경상사고,0,0,5,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,41세,상해없음,승용,남,38세,경상
2014010100100046,2014년 1월 1일 01시,수요일,인천광역시 남동구 수산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,43세,상해없음,승용,남,55세,경상
2014010100100080,2014년 1월 1일 02시,수요일,인천광역시 서구 경서동,중상사고,0,1,1,0,차대차 - 추돌 - 진행중,안전운전불이행,건조,맑음,미분류 - 미분류,승용,남,31세,상해없음,승용,남,52세,중상
2014010100100109,2014년 1월 1일 04시,수요일,인천광역시 서구 가정동,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,34세,상해없음,승용,남,32세,상해없음
2014010100100134,2014년 1월 1일 05시,수요일,인천광역시 연수구 옥련동,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,40세,상해없음,,,,
2014010100100180,2014년 1월 1일 08시,수요일,인천광역시 연수구 연수동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,승용,여,41세,경상
2014010100100207,2014년 1월 1일 10시,수요일,인천광역시 계양구 작전동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,40세,상해없음,보행자,여,72세,중상
2014010100100237,2014년 1월 1일 12시,수요일,인천광역시 남동구 만수동,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,단일로 - 횡단보도상,승용,남,45세,상해없음,자전거,남,63세,중상
2014010100100258,2014년 1월 1일 13시,수요일,인천광역시 남동구 논현동,경상사고,0,0,2,0,차대차 - 추돌 - 진행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,39세,상해없음,승용,남,42세,경상
2014010100100259,2014년 1월 1일 13시,수요일,인천광역시 남동구 간석동,중상사고,0,1,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,56세,상해없음,보행자,남,82세,중상
2014010100100260,2014년 1월 1일 13시,수요일,인천광역시 부평구 부평동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,47세,상해없음,보행자,남,41세,경상
2014010100100282,2014년 1월 1일 14시,수요일,인천광역시 부평구 청천동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,여,52세,중상
2014010100100350,2014년 1월 1일 18시,수요일,인천광역시 부평구 부개동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,기타 - 기타,승용,남,54세,상해없음,보행자,여,65세,경상
2014010100100372,2014년 1월 1일 19시,수요일,인천광역시 연수구 연수동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,보행자,남,43세,중상
